CS54	STMMW_25301
CS54	N898_RS09230
CS54	AW90_RS06250
CS54	STMMW_25321
CS54	STMMW_25331
CS54	STMMW_25341
CS54	STMMW_25351
CS54	STMMW_25361
SGI_1_2	SLT-BT0371
SGI_1_2	SNSL254_RS00800
SGI_1_2	SCH_RS23680
SGI_1_2	STMMW_38281
SGI_1_2	DT104_RS19970
SGI_1_2	DT104_RS19975
SGI_1_2	DT104_RS19980
SGI_1_2	DT104_RS19985
SGI_1_2	DT104_RS19990
SGI_1_2	DT104_RS20010
SGI_1_2	DT104_RS20015
SGI_1_2	DT104_RS20020
SGI_1_2	DT104_RS20030
SGI_1_2	DT104_RS20035
SGI_1_2	DT104_RS20040
SGI_1_2	DT104_RS20045
SGI_1_2	SEHA_RS08180
SGI_1_2	SEHA_RS08170
SGI_1_2	DT104_RS20050
SGI_1_2	SEHA_RS08160
SGI_1_2	SEHA_RS08155
SGI_1_2	DT104_RS20055
SGI_1_2	DT104_RS20060
SGI_1_2	DT104_RS20065
SGI_1_2	SEHA_RS08145
SGI_1_2	SEHA_RS08140
SGI_1_2	SLT-BT0361
SGI_1_2	SAL_CA0032AA_02857
SGI_1_2	SLT-BT0381
SGI_1_2	SLT-BT0391
SGI_1_2	SLT-BT0401
SGI_1_2	SCH_RS23675
SGI_1_2	SCH_RS23670
SGI_1_2	SCH_RS23665
SGI_1_2	SCH_RS23660
SGI_1_2	SESA_RS00355
SGI_1_2	SESA_RS00360
SGI_1_2	SESA_RS00365
SGI_1_2	SESA_RS00370
SGI_1_2	SCH_RS23590
SGI_1_2	SCH_RS23585
SGI_1_2	SCH_RS23580
SGI_1_2	SCH_RS23575
SGI_1_2	SLT-BT0351
SGI_1_2	SLT-BT0341
SGI_1_2	SEHA_RS08060
SGI_1_2	SEHA_RS08055
SGI_1_2	SEHA_RS08050
SGI_1_2	SLT-BT0301
SGI_1_2	SEHA_RS08100
SGI_1_2	SLT-BT0541
SGI_1_2	STMMW_38331
SGI_1_2	SE14_RS24640
SGI_1_2	DT104_RS20000
SGI_1_2	DT104_RS20005
SGI_1_2	SNSL254_RS00215
SGI_1_2	DT104_RS20115
SGI_1_2	SNSL254_RS00220
SGI_1_2	SNSL254_RS00755
SGI_1_2	DT104_RS20135
SGI_1_2	SLT-BT0411
SGI_1_2	HCM1.162c
SGI_1_2	DT104_RS20160
SGI_1_2	QX44_RS17665
SGI_1_2	STMMW_38301
SGI_1_2	STMMW_38311
SPI-1	STMMW_28221
SPI-1	STMMW_28231
SPI-1	STMMW_28241
SPI-1	STMMW_28251
SPI-1	STMMW_28261
SPI-1	STMMW_28271
SPI-1	STMMW_28281
SPI-1	STMMW_28291
SPI-1	STMMW_28301
SPI-1	STMMW_28311
SPI-1	STMMW_28321
SPI-1	STMMW_28331
SPI-1	STMMW_28341
SPI-1	STMMW_28351
SPI-1	STMMW_28361
SPI-1	STMMW_28371
SPI-1	STMMW_28381
SPI-1	STMMW_28391
SPI-1	STMMW_28401
SPI-1	STMMW_28411
SPI-1	STY3003
SPI-1	STMMW_28431
SPI-1	STMMW_28441
SPI-1	STMMW_28451
SPI-1	STMMW_28461
SPI-1	STMMW_28471
SPI-1	STMMW_28481
SPI-1	STMMW_28491
SPI-1	STMMW_28501
SPI-1	STMMW_28511
SPI-1	STMMW_28531
SPI-1	STMMW_28541
SPI-1	STMMW_28551
SPI-1	STMMW_28561
SPI-1	STMMW_28571
SPI-1	STMMW_28591
SPI-1	STMMW_28601
SPI-1	STMMW_28611
SPI-1	STMMW_28621
SPI-1	STMMW_28631
SPI-1	STMMW_28641
SPI-1	STMMW_28651
SPI-1	STMMW_28671
SPI-1	STMMW_28681
SPI-1	STBHUCCB_RS14210
SPI-1	STMMW_28701
SPI-1	SCH_RS14815
SPI-1	SCH_RS14820
SPI-1	SCH_RS14825
SPI-1	STMMW_28711
SPI-10	SNSL254_RS23860
SPI-10	SNSL254_RS23865
SPI-10	SNSL254_RS23875
SPI-10	SNSL254_RS23880
SPI-10	X506_RS19725
SPI-10	SNSL254_RS23895
SPI-10	SEEA1592_RS20680
SPI-10	SEAG_RS22765
SPI-10	AW83_RS02990
SPI-10	SEAG_RS22775
SPI-10	SESA_RS02355
SPI-10	SESA_RS02365
SPI-10	ACT04_RS20980
SPI-10	SESA_RS02380
SPI-10	SEAG_RS22815
SPI-10	SEAG_RS22830
SPI-10	CFSAN002050_RS04270
SPI-10	SLT-BT0261
SPI-10	NCTC7349_01932
SPI-10	SEN_RS22050
SPI-10	SEEP7378_RS18825
SPI-10	SEN_RS22060
SPI-10	SEAG_RS22865
SPI-10	ZV79_RS22410
SPI-10	SEAG_RS22875
SPI-10	N643_RS19770
SPI-10	SEAG_RS22890
SPI-10	SEAG_RS22895
SPI-10	SEAG_RS22900
SPI-10	SEAG_RS22905
SPI-10	SPA_RS21740
SPI-10	SPA_RS21745
SPI-10	SPA_RS21750
SPI-10	SPA_RS21755
SPI-10	SNSL254_RS15070
SPI-10	T_RS22990
SPI-10	STY4823
SPI-10	T_RS23000
SPI-10	T_RS23010
SPI-10	STY4827
SPI-10	STY4828
SPI-10	T_RS23035
SPI-10	SCH_RS22670
SPI-10	SPC_RS23045
SPI-10	SCH_RS22690
SPI-10	SCH_RS22695
SPI-10	SPC_RS23060
SPI-10	SCH_RS22705
SPI-10	SCH_RS22715
SPI-10	SCH_RS22720
SPI-10	SCH_RS22725
SPI-10	SCH_RS22735
SPI-10	SEN_RS22070
SPI-10	T_RS23065
SPI-10	T_RS23070
SPI-10	SEN_RS22085
SPI-10	SEN_RS22090
SPI-10	SLT-BT0051
SPI-10	SLT-BT0041
SPI-10	SLT-BT0031
SPI-10	SLT-BT0021
SPI-10	STMMW_44331
SPI-10	STMMW_44341
SPI-10	SPAB_RS23080
SPI-10	SPAB_RS23085
SPI-10	SEEW1655_RS24650
